id,landmark,lat,lon,station_name
479,15620,41.96115407569,-87.7165690733,Drake Ave & Montrose Ave
480,15621,41.961041,-87.705866,Albany Ave & Montrose Ave
481,15622,41.961068,-87.695439,California Ave & Montrose Ave
482,15623,41.96152593287,-87.6911650414,Campbell Ave & Montrose Ave
483,15624,41.953393,-87.732002,Avondale Ave & Irving Park Rd
484,15625,41.95400483876,-87.7191281797,Monticello Ave & Irving Park Rd
485,15626,41.95358617895,-87.7093107999,Sawyer Ave & Irving Park Rd
486,15627,41.95434085219,-87.6860796243,Oakley Ave & Irving Park Rd
487,15628,41.95216219326,-87.698051113,California Ave & Byron St
488,15629,41.94563644092,-87.7277368138,Pulaski Rd & Eddy St
489,15630,41.947326,-87.717582,Drake Ave & Addison St
490,15631,41.94524356848,-87.7066499009,Troy St & Elston Ave
491,15632,41.9466358306,-87.694614758,Talman Ave & Addison St
492,15633,41.946655,-87.683359,Leavitt St & Addison St
493,15634,41.942916,-87.685801,Oakley Ave & Roscoe St
494,15635,41.98239708485,-87.7089225202,Kedzie Ave & Bryn Mawr Ave
495,15636,41.96110801623,-87.7289701012,Keystone Ave & Montrose Ave
496,15640,41.939408,-87.723574,Avers Ave & Belmont Ave
497,15641,41.939398,-87.711561,Kimball Ave & Belmont Ave
498,15642,41.93842879148,-87.698007756,California Ave & Fletcher St
499,15643,41.93058537138,-87.7237773635,Kosciuszko Park
500,15644,41.93533728263,-87.7168892935,Central Park Ave & Elbridge Ave
501,15645,41.93190196886,-87.7011951301,Richmond St & Diversey Ave
502,15646,41.92669,-87.697668,California Ave & Altgeld St
503,15647,41.924398819,-87.7154410355,Drake Ave & Fullerton Ave
504,15648,41.92463247165,-87.6893070063,Campbell Ave & Fullerton Ave
505,15649,41.92409085038,-87.6764600747,Winchester Ave & Elston Ave
506,15650,41.91718375155,-87.7103566522,Spaulding Ave & Armitage Ave
507,15651,41.91751339399,-87.7018089555,Humboldt Blvd & Armitage Ave
508,15652,41.90965687563,-87.7166319516,Central Park Ave & North Ave
509,15653,41.90976930169,-87.7052804871,Troy St & North Ave
510,15654,41.90270659438,-87.709219571,Spaulding Ave & Division St
511,15655,41.91402671273,-87.705126462,Albany Ave & Bloomingdale Ave
514,16801,42.019276,-87.68452,Ridge Blvd & Howard St
515,16802,42.019159,-87.673573,Paulina St & Howard St
517,16803,42.015963,-87.675005,Clark St & Jarvis Ave
518,16901,41.885502,-87.716866,Conservatory Dr & Lake St
519,16804,42.016977,-87.677725,Wolcott Ave & Fargo Ave
520,16805,42.015962,-87.66857,Greenview Ave & Jarvis Ave
522,16806,42.019537,-87.669563,Bosworth Ave & Howard St
523,16807,42.021019,-87.665086,Eastlake Ter & Rogers Ave
524,16921,41.894887,-87.774704,Austin Blvd & Chicago Ave
525,16809,42.012701,-87.666058,Glenwood Ave & Touhy Ave
526,16810,42.012342,-87.688243,Oakley Ave & Touhy Ave
527,16811,42.018901,-87.690048,Western Ave & Howard St
528,16902,41.885409,-87.726491,Pulaski Rd & Lake St
529,16903,41.886841,-87.745261,Cicero Ave & Lake St
530,16904,41.887832,-87.755527,Laramie Ave & Kinzie St
531,16905,41.887664,-87.765469,Central Ave & Lake St
532,16906,41.887919,-87.774446,Austin Blvd & Lake St
533,16907,41.875679,-87.71547,Central Park Blvd & 5th Ave
534,16908,41.880827,-87.726279,Pulaski Rd & Madison St
535,16909,41.874325,-87.725704,Pulaski Rd & Congress Pkwy
536,16910,41.885928,-87.73541,Kostner Ave & Lake St
537,16911,41.880708,-87.741018,Kenton Ave & Madison St
538,16912,41.872131,-87.746619,Cicero Ave & Flournoy St
539,16913,41.877613,-87.745405,Cicero Ave & Quincy St
540,16914,41.880207,-87.755337,Laramie Ave & Madison St
541,16915,41.872993,-87.764499,Central Ave & Harrison St
542,16916,41.880121,-87.763238,Central Ave & Madison St
543,16917,41.875806,-87.755285,Laramie Ave & Gladys Ave
544,16918,41.880281,-87.774453,Austin Blvd & Madison St
545,16919,41.877917,-87.735737,Kostner Ave & Adams St
546,16931,41.823192,-87.676597,Damen Ave & Pershing Rd
547,16932,41.823465,-87.665577,Ashland Ave & Pershing Rd
548,16933,41.823613,-87.650931,Morgan St & Pershing Rd
549,16934,41.813996,-87.666589,Marshfield Ave & 44th St
550,16920,41.894958,-87.764902,Central Ave & Chicago Ave
551,16936,41.808227,-87.67718,Hoyne Ave & 47th St
552,16937,41.80887,-87.66454,Ashland Ave & McDowell Ave
553,16938,41.80839,-87.656526,Elizabeth St & 47th St
554,16939,41.800908,-87.674684,Damen Ave & 51st St
555,16940,41.803023,-87.664699,Ashland Ave & 50th St
556,16941,41.799659,-87.657195,Throop St & 52nd St
557,16942,41.794087,-87.675478,Seeley Ave & Garfield Blvd
558,16943,41.792822,-87.664429,Ashland Ave & Garfield Blvd
559,16944,41.794228,-87.655073,Racine Ave & Garfield Blvd
560,16945,41.786833,-87.666215,Marshfield Ave & 59th St
561,16946,41.78602,-87.674167,Damen Ave & 59th St
562,16947,41.783189,-87.654372,Racine Ave & 61st St
563,16948,41.779374,-87.664843,Ashland Ave & 63rd St
564,16949,41.775393,-87.654308,Racine Ave & 65th St
565,16950,41.774074,-87.663815,Ashland Ave & 66th St
566,16951,41.768726,-87.664069,Ashland Ave & 69th St
567,16952,41.768938,-87.652934,May St & 69th St
568,16953,41.763462,-87.637297,Normal Ave & 72nd St
569,16961,41.75916,-87.595751,Woodlawn Ave & 75th St
570,16962,41.758308,-87.606685,Evans Ave & 75th St
571,16963,41.758361,-87.614138,Vernon Ave & 75th St
572,16964,41.756971,-87.624621,State St & 76th St
573,16965,41.750794,-87.624424,State St & 79th St
574,16966,41.751345,-87.612568,Eberhart (Vernon) Ave & 79th St
575,16967,41.753174,-87.605026,Cottage Grove Ave & 78th St
576,16968,41.751294,-87.597552,Greenwood Ave & 79th St
577,16969,41.751173,-87.585337,Stony Island Ave & South Chicago Ave
578,16970,41.751785,-87.578496,Bennett Ave & 79th St
579,16971,41.75182,-87.565211,Phillips Ave & 79th St
580,16972,41.751731,-87.552812,Exchange Ave & 79th St
583,16975,41.746559,-87.586005,Stony Island Ave & 82nd St
584,16976,41.744123,-87.599034,Ellis Ave & 83rd St
585,16977,41.744053,-87.604786,Cottage Grove Ave & 83rd St
586,16978,41.743116,-87.6148,MLK Jr Dr & 83rd St
587,16979,41.743316,-87.622849,Wabash Ave & 83rd St
588,16980,41.743921,-87.575225,South Chicago Ave & 83rd St
589,16991,41.954468,-87.749594,Milwaukee Ave & Cuyler Ave
590,16992,41.953733,-87.740569,Kilbourn Ave & Irving Park Rd
591,16994,41.948818,-87.74002,Kilbourn Ave & Milwaukee Ave
592,16001,41.960631,-87.745359,Knox Ave & Montrose Ave
593,16005,41.787539,-87.644874,Halsted St & 59th St
594,16008,41.805661,-87.683392,Western Blvd & 48th Pl
595,16009,41.736646,-87.622634,Wabash Ave & 87th St
596,E001,42.048214,-87.683485,Benson Ave & Church St
597,E002,42.032562,-87.679101,Chicago Ave & Washington St
598,E003,42.025784,-87.684107,Elmwood Ave & Austin St
599,E004,42.039742,-87.699413,Valli Produce - Evanston Plaza
600,E005,42.048308,-87.698224,Dodge Ave & Church St
601,E006,42.063598,-87.69873,Central St Metra
602,E007,42.064313,-87.686152,Central St & Girard Ave
603,E008,42.050491,-87.677821,Chicago Ave & Sheridan Rd
604,E009,42.058239,-87.677432,Sheridan Rd & Noyes St (NU)
605,E010,42.052939,-87.673447,University Library (NU)
619,16010,41.924361,-87.727752,Keystone Ave & Fullerton Ave
620,16011,41.898203,-87.637536,Orleans St & Chestnut St (NEXT Apts)
622,17660,41.900363,-87.696704,California Ave & Cortez St
623,17541,41.872773,-87.623981,Michigan Ave & 8th St
624,17013,41.876268,-87.629155,Dearborn St & Van Buren St (*)
625,E011,42.041691,-87.680687,Chicago Ave & Dempster St
626,17043,41.867491,-87.63219,Delano Ct & Roosevelt Rd
